Dish Name,Dish Description,Restaurant Name,Dish MRP,Discount,Dicounted Price,Tax,Dish Type,Dish Cuisine,Dish Course
McSaver Piri Piri Big Spicy Wrap Paneer Meal,"Treat Yourself to the iconic Big Spicy Paneer Wrap meal but now with a Piri Piri Twist! Enjoy a delicious, filling meal of Piri Piri Spicy Paneer Wrap + Coke + Fries (M) with this meal.",McDonald's,395.0,39.5,355.5,19.75,veg,American,Starter
McSaver Veg Maharaja Mac Meal,"Enjoy a double decker Veg Maharaja Mac+ Fries (M) + Drink of your Choice . Order now to experience a customizable, delicious meal.",McDonald's,385.0,38.5,346.5,19.25,veg,Italian,Main Course
McSaver McChicken Meal,Your favorite McChicken Burger + Fries (M) + Drink of your choice.,McDonald's,305.0,30.5,274.5,15.25,non-veg,North Indian,Main Course
McSaver McAloo Tikki Meal,"Enjoy a delicious meal of McAloo Tikki Burger with Whole wheat bun + Fries (M) + Beverage of your choice in a new, delivery friendly, resuable bottle.",McDonald's,205.0,20.5,184.5,10.25,veg,Indian,Starter
McSaver Masala McEgg Meal,"Enjoy a combo of Masala McEgg + Fries (M) + Drink of your Choice . Order now to experience a customizable, delicious meal.",McDonald's,219.0,21.9,197.1,10.95,non-veg,North Indian,Main Course
McSaver Corn & Cheese Burger Meal,"Enjoy a combo of Corn & Cheese Burger + Fries (M) + Coke on this meal. Order now to experience a customizable, delicious meal.",McDonald's,289.0,28.9,260.1,14.45,veg,American,Main Course
McSaver Big Spicy Paneer Wrap Meal,"Treat yourself to a Big Spicy Paneer Wrap + Fries (M) + Drink of your Choice Order now to experience a customizable, delicious meal",McDonald's,381.0,38.1,342.9,19.05,veg,American,Main Course
McSaver McSpicy Paneer Meal,"Enjoy a crispy McSpicy Paneer Burger + Fries (M) + Drink of your Choice . Order now to experience a customizable, delicious meal. Save Rs.50 on this Meal.",McDonald's,315.0,31.5,283.5,15.75,veg,North Indian,Main Course
Piri Piri McSpicy Chicken Burger,"Experience a Piri Piri explosion with the all new Piri Piri McSpicy Chicken burger!Piri Piri seasoned buns, spicy chicken patty, Piri Piri creamy sauce and crunchy lettuce come together, leaving you craving for more!",McDonald's,209.0,20.9,188.1,10.45,non-veg,American,Starter
McSaver Filet-O-Fish Meal,A filling meal with the delicious Filet-O-Fish Burger + Fries (M) + Drink of your choice.,McDonald's,340.0,34.0,306.0,17.0,non-veg,Chinese,Starter
McSaver Chicken Kebab Burger Meal,"Relish on a juicy Chicken Kebab Burger + Fries (M) + Drink of your Choice on this meal. Order now to experience a customizable, delicious meal.",McDonald's,255.0,25.5,229.5,12.75,non-veg,American,Main Course
Piri Piri McSpicy Paneer Burger,"Experience a Piri piri explosion with the all new Piri Piri McSpicy Paneer burger.Piri Piri seasoned buns, spicy paneer patty, Piri Piri creamy sauce and crunchy lettuce come together, leaving you craving for more!",McDonald's,209.0,20.9,188.1,10.45,veg,American,Starter
Piri Piri Big Spicy Wrap Paneer,"Experience a Piri piri explosion with the all new Piri Piri Big Spicy paneer wrap.Crispy, spicy paneer patty, topped with tom mayo sauce, piri piri seasoning, wrapped with lettuce, onions, tomatoes and cheese. A BIG piri piri indulgence",McDonald's,225.0,22.5,202.5,11.25,veg,American,Starter
McSaver Chicken McNuggets 9 Pcs Meal,Enjoy your favorite Chicken McNuggets + Fries (M) + Drink of your choice.,McDonald's,358.99,35.9,323.09000000000003,17.9495,non-veg,Chinese,Starter
McSaver Big Spicy Chicken Wrap Meal,Treat yourself with a Big Spicy Chicken Wrap + Fries (M) + Drink of your choice.,McDonald's,391.0,39.1,351.9,19.55,non-veg,North Indian,Main Course
McSaver McVeggie Meal,"Enjoy a combo of McVeggie + Fries (M) + Drink of your Choice . Order now to experience a customizable, delicious meal. Save Rs.50 on this Meal.",McDonald's,279.0,27.9,251.1,13.95,veg,North Indian,Main Course
McSaver Grilled Chicken & Cheese Burger Meal,"Enjoy a combo of Grilled Chicken & Cheese Burger + Fries (M) + Coke on this meal. Order now to experience a customizable, delicious meal.",McDonald's,309.0,30.9,278.1,15.45,non-veg,American,Main Course
McSaver Chicken Maharaja Mac Meal,"Enjoy a double decker Chicken Maharaja Mac + Fries (M) + Drink of your Choice . Order now to experience a customizable, delicious meal.",McDonald's,385.0,38.5,346.5,19.25,non-veg,North Indian,Main Course
Piri Piri Big Spicy Wrap Chicken,"Experience a Piri piri explosion with the all new Piri Piri Big Spicy Chicken wrap.Crispy, spicy chicken patty, topped with creamy sauce, piri piri seasoning, wrapped with lettuce, onions, tomatoes and cheese. A BIG piri piri indulgence",McDonald's,235.0,23.5,211.5,11.75,non-veg,American,Starter
McSaver Chicken McNuggets 6 Pcs Meal,Enjoy your favorite Chicken McNuggets + Fries (M) + Drink of your choice.,McDonald's,328.99,32.9,296.09000000000003,16.4495,non-veg,Chinese,Starter
McSaver McSpicy Chicken Meal,Scrumptiously filling McSpicy Chicken Burger + Fries (M) + Drink of your choice.,McDonald's,329.0,32.9,296.1,16.45,non-veg,North Indian,Main Course
McSaver Chicken Surprise Burger Meal,Enjoy a deliciously filling meal of the double patty Chicken Surprise burger + Fries (M) + Coke,McDonald's,208.58,20.86,187.72000000000003,10.429,non-veg,American,Main Course
McSpicy Chicken + Coke + Fries (M) + McFlurry Oreo (M),McSpicy Chicken + Coke + Fries (M) + McFlurry Oreo (M),McDonald's,340.0,34.0,306.0,17.0,non-veg,French,Starter
Mexican McAloo Tikki Burger + Fries (R),Mexican McAloo Tikki Burger + Fries (R),McDonald's,109.0,10.9,98.1,5.45,veg,Mexican,Starter
McVeggie Burger + Veg Pizza McPuff,McVeggie Burger + Veg Pizza McPuff,McDonald's,145.0,14.5,130.5,7.25,veg,Italian,Main Course
McChicken Burger + Masala Wedges (R),McChicken Burger + Masala Wedges (R),McDonald's,165.0,16.5,148.5,8.25,non-veg,American,Main Course
2 McAloo Tikki Burger + 2 Corn & Cheese Burger + 2 Fries (M) + 2 Coke,"Share a meal of 2 McAloo Tikki Burger + 2 Corn & Cheese Burger + 2 Fries (M) + 2 Coke (Now in a new, re-usable, delivery friendly packaging)",McDonald's,659.0,65.9,593.1,32.95,veg,American,Main Course
2 Grilled Chicken & Cheese Burger + 2 McChicken Burger + 4 Fries (L),Share a combo of 2 Grilled Chicken & Cheese Burgers + 2 McChicken + 4 Fries (L),McDonald's,925.0,92.5,832.5,46.25,non-veg,American,Main Course
McChicken Burger + Chocolate Shake,Flat 15% Off on McChicken Burger + Chocolate Shake,McDonald's,255.24,25.52,229.72,12.762,non-veg,American,Main Course
McChicken + McSpicy Chicken Burger,McChicken + McSpicy Chicken Burger,McDonald's,275.0,27.5,247.5,13.75,non-veg,American,Main Course
McVeggie + McAloo Tikki Burger,McVeggie + McAloo Tikki Burger,McDonald's,139.0,13.9,125.1,6.95,veg,American,Main Course
McChicken Burger + Coke,McChicken Burger + Coke,McDonald's,199.0,19.9,179.1,9.95,non-veg,American,Main Course
Spicy Deluxe Combo - Chicken,"Get the spicylicious combo of 2 McSpicy Premium Chk Burgers, 1 Large Fries, 2 Beverage of your choice and  2 Medium  McFlurry Oreo",McDonald's,705.0,70.5,634.5,35.25,non-veg,Chinese,Starter
McSpicy Chicken + Mexican Cheesy Fries,McSpicy Chicken + Mexican Cheesy Fries,McDonald's,245.0,24.5,220.5,12.25,non-veg,Mexican,Starter
2 McSpicy Chicken + McNuggets 20 Pcs + Fries (L) + Coke,"Stay home, stay safe and share a meal- 2 McSpicy Chicken burgers + Chicken McNuggets 20 Pcs + Fries (L) + Coke",McDonald's,830.72,83.07,747.6500000000001,41.536,non-veg,French,Starter
Corn & Cheese Burger + Veg Pizza McPuff,"A delicious Corn & Cheese Burger + a crispy brown, delicious Pizza McPuff",McDonald's,165.0,16.5,148.5,8.25,veg,American,Main Course
2 Fries (R),2 Fries (R),McDonald's,105.0,10.5,94.5,5.25,veg,American,Starter
McChicken + McVeggie + Fries (L) + 2 Veg Pizza McPuff + Coke,"Stay home, stay safe and share a meal!- McChicken Burger + McVeggie Burger + Fries (L) + 2 Veg Pizza McPuff + Coke",McDonald's,485.0,48.5,436.5,24.25,non-veg,Italian,Main Course
Grilled Chicken & Cheese Burger + Masala Wedges (R),A delicious Grilled Chicken & Cheese Burger paired with the deliciously crispy Masala Wedges,McDonald's,189.0,18.9,170.1,9.45,non-veg,American,Main Course
McSpicy Paneer Burger + Corn & Cheese Burger + McVeggie Burger + Veg Maharaja Mac + 3 Fries (L),Enjoy a feast of McSpicy Paneer Burger + Corn & Cheese Burger + McVeggie Burger + Maharaja Mac Veg + 3 Fries (L),McDonald's,875.0,87.5,787.5,43.75,veg,American,Main Course
Masala Wedges (M) + Fries (M),Masala Wedges (M) + Fries (M),McDonald's,145.0,14.5,130.5,7.25,veg,American,Beverage
McVeggie Burger + Veg Pizza McPuff + Fries (L),Flat 15% Off on McVeggie Burger + Veg Pizza McPuff + Fries (L),McDonald's,251.42,25.14,226.27999999999997,12.571,veg,American,Main Course
McAloo Tikki + Fries (R),Aloo Tikki+ Fries (R),McDonald's,101.0,10.1,90.9,5.05,veg,American,Starter
Mexican McAloo Tikki Burger + Fries (L),Mexican McAloo Tikki Burger + Fries (L),McDonald's,165.0,16.5,148.5,8.25,veg,Mexican,Starter
2 Coke,2 Coke,McDonald's,155.0,15.5,139.5,7.75,veg,American,Beverage
Grilled Chicken & Cheese Burger + Veg Pizza McPuff,"A delicious Grilled Chicken & Cheese Burger + a crispy brown, delicious Pizza McPuff",McDonald's,165.0,16.5,148.5,8.25,non-veg,American,Main Course
Chicken McNuggets - 20 Pcs,Chicken McNuggets - 20 Pcs,McDonald's,358.97,35.9,323.07000000000005,17.9485,non-veg,Chinese,Starter
Chicken McNuggets 6 Pc + Fries (M) + Piri Piri Spice Mix,The best Non veg sides combo curated for you! Get 6 pc Chicken McNuggets + Fries M. Top it up with Piri Piri mix.,McDonald's,233.78,23.38,210.4,11.689,non-veg,American,Starter
2 Chicken Maharaja Mac + 2 Coke + Fries (L) + McFlurry Oreo (M),2 Chicken Maharaja Mac + 2 Coke + Fries (L) + McFlurry Oreo (M),McDonald's,580.0,58.0,522.0,29.0,non-veg,French,Starter
McChicken Burger + Fries (L),McChicken Burger + Fries (L),McDonald's,215.0,21.5,193.5,10.75,non-veg,American,Main Course
McSpicy Chicken Burger + McChicken Burger + Fries (M),Flat 15% Off on McSpicy Chicken Burger + McChicken Burger + Fries (M),McDonald's,354.28,35.43,318.84999999999997,17.714,non-veg,American,Main Course
2 Cappuccino,2 Cappuccino (S) @ 198,McDonald's,195.0,19.5,175.5,9.75,veg,American,Beverage
Mexican McAloo Tikki Burger + McFlurry Oreo (S),Mexican McAloo Tikki Burger + McFlurry Oreo (S),McDonald's,139.0,13.9,125.1,6.95,veg,American,Main Course
2 McSpicy Chicken + 2 Coke + Fries (L) + McFlurry Oreo (M),2 McSpicy Chicken + 2 Coke + Fries (L) + McFlurry Oreo (M),McDonald's,535.0,53.5,481.5,26.75,non-veg,French,Starter
McSpicy Paneer + Mexican Cheesy Fries,McSpicy Paneer + Mexican Cheesy Fries,McDonald's,245.0,24.5,220.5,12.25,veg,Mexican,Starter
Strawberry Shake + Fries (M),Strawberry Shake + Fries (M),McDonald's,195.0,19.5,175.5,9.75,veg,American,Beverage
Grilled Chicken & Cheese Burger + 6 Pc Nuggets + Coke,"A delicious combo of Grilled Chicken & Cheese Burger, 6 pc Chicken McNuggets and Coke,now in a delivery friendly, reusable bottle.",McDonald's,320.99,32.1,288.89,16.0495,non-veg,American,Main Course
4 Grilled Chicken & Cheese Burger + 2 Fries (M) + 2 Coke,"Share a hearty meal of 4 Grilled Chicken & Cheese Burgers + 2 Fries (M) + 2 Coke (Now in a new, re-usable, delivery friendly packaging)",McDonald's,869.0,86.9,782.1,43.45,non-veg,American,Main Course
McVeggie Burger + Fries (R),McVeggie Burger + Fries (R),McDonald's,145.0,14.5,130.5,7.25,veg,American,Main Course
Fries (M) + Piri Piri Mix,Flat 15% Off on Fries (M) + Piri Piri Mix,McDonald's,113.34,11.33,102.01,5.667,veg,American,Starter
4 McAloo Tikki + 2 Fries (M) + 2 Coke,Share a hearty meal of 4 McAloo Tikki Burgers + 2 Fries (M) + 2 Coke,McDonald's,535.0,53.5,481.5,26.75,veg,American,Beverage
2 McVeggie Burger,2 McVeggie Burger,McDonald's,191.0,19.1,171.9,9.55,veg,American,Main Course
2 Grilled Chicken & Cheese Burger + McChicken Burger + Chicken Maharaja Mac + 3 Fries (L),Share a hearty meal of 2 Grilled Chicken & Cheese Burgers + McChicken + Maharaja Mac Chicken + 3 Fries (L),McDonald's,905.0,90.5,814.5,45.25,non-veg,American,Main Course
McAloo Tikki + Veg Pizza McPuff + Fries (R),Flat 15% Off on McAloo Tikki + Veg Pizza McPuff + Fries (R),McDonald's,149.52,14.95,134.57000000000002,7.476,veg,Italian,Main Course
McVeggie Burger + Masala Wedges (R),McVeggie Burger + Masala Wedges (R),McDonald's,149.0,14.9,134.1,7.45,veg,American,Main Course
McVeggie Burger + Fries (L),McVeggie Burger + Fries (L),McDonald's,210.0,21.0,189.0,10.5,veg,American,Main Course
McSpicy Paneer + Coke + Fries (M) + McFlurry Oreo (M),McSpicy Paneer + Coke + Fries (M) + McFlurry Oreo (M),McDonald's,340.0,34.0,306.0,17.0,veg,American,Beverage
McChicken Burger + Fries (R),McChicken Burger + Fries (R),McDonald's,165.0,16.5,148.5,8.25,non-veg,American,Main Course
2 Grilled Chicken & Cheese Burger + Chicken McNuggets 6 Pc + 2 Fries (L) + Coke,"Share a meal of 2 Grilled Chicken & Cheese Burgers, Chicken McNuggets (6 pc) + 2 Fries (L) + Coke (Now in a new, re-usable, delivery friendly packaging)",McDonald's,674.72,67.47,607.25,33.736,non-veg,American,Main Course
Chicken Kebab Burger + Fries (L),Chicken Kebab Burger + Fries (L),McDonald's,199.0,19.9,179.1,9.95,non-veg,American,Main Course
Classic Meal For 2,Make your own classic favourite meal with a choice of 2 burgers; Large Fries and 2 Coke,McDonald's,465.72,46.57,419.15000000000003,23.286,veg,Italian,Main Course
McVeggie Burger + Chocolate Shake,Flat 15% Off on McVeggie Burger + Chocolate Shake,McDonald's,249.52,24.95,224.57000000000002,12.476,veg,American,Main Course
Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,"Stay home, stay safe and share a meal!- Veg Maharaja Mac Burger + Chicken Maharaja Mac Burger + Fries (L) + 2 Veg Pizza McPuff + Coke",McDonald's,661.0,66.1,594.9,33.05,non-veg,Italian,Main Course
McAloo Tikki + Veg Pizza McPuff + Coke,McAloo Tikki + Veg Pizza McPuff + Coke,McDonald's,141.0,14.1,126.9,7.05,veg,Italian,Main Course
McVeggie Burger + Fries (M) + Piri Piri Mix,Flat 15% Off on McVeggie Burger + Fries (M) + Piri Piri Mix,McDonald's,220.0,22.0,198.0,11.0,veg,American,Main Course
Grilled Chicken & Cheese Burger + Coke,Flat 15% Off on Grilled Chicken & Cheese Burger + Coke,McDonald's,203.8,20.38,183.42000000000002,10.19,non-veg,American,Main Course
6 Pc Nuggets + McChicken + Coke,6 Pc Nuggets + McChicken + Coke,McDonald's,310.99,31.1,279.89,15.5495,non-veg,American,Starter
McChicken Burger + Veg Pizza McPuff,McChicken Burger + Veg Pizza McPuff,McDonald's,149.0,14.9,134.1,7.45,non-veg,Italian,Main Course
Chicken Kebab Burger + McFlurry Oreo (S),Chicken Kebab Burger + McFlurry Oreo (S),McDonald's,169.0,16.9,152.1,8.45,non-veg,American,Main Course
Pizza Mc Puff + McSpicy Chicken,Pizza Mc Puff + McSpicy Chicken,McDonald's,179.0,17.9,161.1,8.95,non-veg,Indian,Starter
2 Soft Serve Hot Fudge (M),2 Soft Serve Hot Fudge (M),McDonald's,155.0,15.5,139.5,7.75,veg,Indian,Beverage
McVeggie + Fries (M),McVeggie + Fries (M),McDonald's,159.0,15.9,143.1,7.95,veg,Indian,Starter
2 McSpicy Paneer + 2 Coke + Fries (L) + McFlurry Oreo (M),2 McSpicy Paneer + 2 Coke + Fries (L) + McFlurry Oreo (M),McDonald's,535.0,53.5,481.5,26.75,veg,North Indian,Main Course
McSpicy Chicken + Fries (M) + Piri Piri Spice Mix,McSpicy Chicken + Fries (M) + Piri Piri Spice Mix,McDonald's,259.0,25.9,233.1,12.95,non-veg,American,Starter
McSpicy Paneer + Fries (M) + Piri Piri Spice Mix,McSpicy Paneer + Fries (M) + Piri Piri Spice Mix,McDonald's,245.0,24.5,220.5,12.25,veg,American,Starter
McChicken Burger + McFlurry Oreo (S),McChicken Burger + McFlurry Oreo (S),McDonald's,195.0,19.5,175.5,9.75,non-veg,American,Main Course
McVeggie Burger + Coke,McVeggie Burger + Coke,McDonald's,185.0,18.5,166.5,9.25,veg,American,Main Course
McChicken + Fries (M),McChicken + Fries (M),McDonald's,180.0,18.0,162.0,9.0,non-veg,French,Starter
McVeggie Burger + McFlurry Oreo (S),McVeggie Burger + McFlurry Oreo (S),McDonald's,185.0,18.5,166.5,9.25,veg,American,Main Course
4 Corn & Cheese Burger + 2 Fries (M) + 2 Coke,"Share a hearty meal of 4 Corn & Cheese Burger + 2 Fries (M) + 2 Coke (Now in a new, re-usable, delivery friendly packaging)",McDonald's,805.0,80.5,724.5,40.25,veg,American,Main Course
Corn & Cheese Burger + Coke,Flat 15% Off on Corn & Cheese Burger + Coke,McDonald's,190.48,19.05,171.42999999999998,9.524,veg,American,Main Course
Gourmet Meal For 2,Make your own Gourmet favourite meal with a choice of 2 burgers; Large Fries and 2 Coke,McDonald's,619.0,61.9,557.1,30.95,veg,Italian,Main Course
Chocolate Shake + Fries (M),Chocolate Shake + Fries (M),McDonald's,195.0,19.5,175.5,9.75,veg,American,Beverage
2 McFlurry Oreo (S),2 McFlurry Oreo (S),McDonald's,155.0,15.5,139.5,7.75,veg,Indian,Snacks
McAloo Tikki Burger + Veg Pizza McPuff + Piri Piri Spice Mix,Get India's favourite burger - McAloo Tikki along with Veg Pizza McPuff and spice it up with a Piri Piri Mix,McDonald's,120.16,12.02,108.14,6.008,veg,American,Starter
Corn & Cheese Burger + Fries (R),"A delicious Corn & Cheese Burger + a side of crispy, golden, world famous fries ﺁﺡ",McDonald's,170.0,17.0,153.0,8.5,veg,American,Starter
2 Corn & Cheese Burger + 2 Veg Pizza McPuff + 2 Fries (L) + Coke,"Share a meal of 2 Corn & Cheese Burgers, 2 Veg Pizza McPuff + 2 Fries (L) + Coke (Now in a new, re-usable, delivery friendly packaging)",McDonald's,649.0,64.9,584.1,32.45,veg,East Indian,Main Course
Corn & Cheese Burger +McVeggie Burger+Fries (M),Flat 15% Off on Corn & Cheese Burger +McVeggie Burger+Fries (M),McDonald's,313.34,31.33,282.01,15.667,veg,American,Main Course
Chicken McNuggets 6 Pc + Cheesy Veg Nuggets 9 Pc + Fries (M),The ultimate sides combo that you can ever ask for. 6 Pc Chicken McNuggets + 9 Pc Cheesy Veg Nugget + Fries M,McDonald's,348.82,34.88,313.94,17.441,non-veg,Indian,Starter
Cheesy Veg Nuggets 9 Pc + Fries (M),The best Veg sides combo curated for you! Get 9 Pc Cheesy Veg Nuggets + Fries M. Top it up with Piri Piri Mix.,McDonald's,241.72,24.17,217.55,12.086,veg,American,Starter
2 Iced Coffee,2 Iced Coffee @ 198,McDonald's,195.0,19.5,175.5,9.75,veg,American,Beverage
2 McVeggie + 2 McAloo Tikki + 2 Fries (M) + 2 Chocolate Shakes,2 McVeggie + 2 McAloo Tikki + 2 Fries (M) + 2 Chocolate Shakes,McDonald's,1121.0,112.1,1008.9,56.05,veg,Indian,Starter
2 Grilled Chicken & Cheese Burger + 2 Fries (L) + 2 Chocolate Shakes,"Delicious indulgence calls for a combo of 2 Grilled Chicken & Cheese Burgers, 2 Fries (L) and 2 Chocolate shakes (Now in a new, re-usable, delivery friendly packaging)",McDonald's,1151.0,115.1,1035.9,57.55,non-veg,American,Main Course
2 McVeggie Burger + 2 Corn & Cheese Burger + 2 Fries (L),The combo of favourites! Get 2 McVeggie + 2 Corn & Cheese Burger + 2 Fries (L),McDonald's,665.0,66.5,598.5,33.25,veg,American,Main Course
Cappuccino (S) + Iced Coffee (S),Cappuccino (S) + Iced Coffee (S),McDonald's,230.0,23.0,207.0,11.5,veg,American,Beverage
2 McVeggie + 2 McAloo Tikki + 2 Fries (M) + 2 Strawberry Shakes,2 McVeggie + 2 McAloo Tikki + 2 Fries (M) + 2 Strawberry Shakes,McDonald's,1121.0,112.1,1008.9,56.05,veg,Indian,Starter
McSpicy Chicken BGR + Grilled Chicken & CHS BGR + McChicken BGR + Chicken Maharaja Mac + 3 Fries (L),Share a hearty meal of McSpicy Chicken Burger + Grilled Chicken & Cheese Burger + McChicken+  Maharaja Mac Chicken + 3 Fries (L),McDonald's,955.0,95.5,859.5,47.75,non-veg,British,Main Course
McSpicy Paneer + McSpicy Chicken + 2 Fries (L) + Coke,"Stay home, stay safe and share a meal- McSpicy Paneer Burger + McSpicy Chicken Burger + 2 Fries (L) + Coke",McDonald's,621.0,62.1,558.9,31.05,non-veg,French,Starter
2 McAloo Tikki + 2 Fries (L),"Stay home, stay safe and share a combo- 2 McAloo Tikki Burgers + 2 Fries (L)",McDonald's,301.0,30.1,270.9,15.05,veg,American,Starter
2 McSpicy Chicken + 2 Fries (L) + 2 Chocolate Shakes,2 McSpicy Chicken + 2 Fries (L) + 2 Chocolate Shakes,McDonald's,1205.0,120.5,1084.5,60.25,non-veg,Indian,Starter
Black Forest Mcflurry (M) BOGO,Black Forest Mcflurry (M) BOGO,McDonald's,115.0,11.5,103.5,5.75,veg,American,Beverage
McSaver McAloo Tikki,"Enjoy a delicious combo of McAloo Tikki Burger with Whole wheat bun and Beverage of your choice in a new, delivery friendly, resuable bottle.",McDonald's,75.24,7.52,67.72,3.762,veg,Indian,Starter
McSaver Chicken Strips (2 Pc),McSaver Chicken Strips (2 Pc),McDonald's,103.8,10.38,93.42,5.19,non-veg,Indian,Starter
McSaver Mexican McAloo Tikki,McSaver Mexican McAloo Tikki,McDonald's,103.8,10.38,93.42,5.19,veg,Mexican,Starter
McSaver Chicken Kebab Burger,McSaver Chicken Kebab Burger,McDonald's,103.8,10.38,93.42,5.19,non-veg,American,Main Course
McSaver Pizza McPuff,McSaver Pizza McPuff,McDonald's,75.24,7.52,67.72,3.762,veg,Italian,Main Course
McSaver Cheesy Veg Nuggets 4 Pc,"Enjoy a snacking combo of Cheesy Veg Nuggets (4 piece) and beverage of your choice, in a new, delivery friendly, reusable bottle",McDonald's,103.8,10.38,93.42,5.19,veg,American,Starter
McSaver Small Wedges,McSaver Small Wedges,McDonald's,75.24,7.52,67.72,3.762,veg,American,Starter
McSaver Small Fries,McSaver Small Fries,McDonald's,75.24,7.52,67.72,3.762,veg,French,Starter
McSaver Masala McEgg,McSaver Masala McEgg,McDonald's,75.24,7.52,67.72,3.762,non-veg,Indian,Main Course
McSaver Chicken Nuggets (4 Pc),McSaver Chicken Nuggets (4 Pc),McDonald's,103.8,10.38,93.42,5.19,non-veg,American,Starter
Sprite,"The perfect companion to your burger, fries and everything nice.",McDonald's,90.0,9.0,81.0,4.5,veg,American,Beverage
Fanta,Add a zest of refreshing orange to your meal.,McDonald's,90.0,9.0,81.0,4.5,veg,Indian,Beverage
Coke Zero Can,"The perfect diet companion to your burger, fries and everything nice. Regular serving size, 300 Ml.",McDonald's,66.66,6.67,59.989999999999995,3.333,veg,American,Beverage
Vedica Zen Water Bottle,Vedica Zen Water Bottle,McDonald's,47.62,4.76,42.86,2.381,veg,American,Beverage
Mixed Fruit Beverage,"Made with puree, pulp & juice from 6 delicious fruits",McDonald's,75.24,7.52,67.72,3.762,veg,American,Beverage
Coke,"The perfect companion to your burger, fries and everything nice.",McDonald's,90.0,9.0,81.0,4.5,veg,American,Beverage
Chicken McNuggets - 6 Pcs,Chicken McNuggets - 6 Pcs,McDonald's,158.99,15.9,143.09,7.9495,non-veg,Chinese,Starter
Tomato Ketchup Sachet,Tomato Ketchup Sachet,McDonald's,0.96,0.1,0.86,0.048,veg,North Indian,Starter
Piri Piri Spice Mix,"The perfect, taste bud tingling partner for our World Famous Fries. Shake Shake, and dive in!",McDonald's,23.8,2.38,21.42,1.19,veg,American,Starter
Chicken McNuggets - 9 Pcs,Chicken McNuggets - 9 Pcs,McDonald's,198.99,19.9,179.09,9.9495,non-veg,Chinese,Starter
Fries (M) + Piri Piri Mix,Flat 15% Off on Fries (M) + Piri Piri Mix,McDonald's,113.34,11.33,102.01,5.667,veg,American,Starter
Fries (M),"World Famous Fries, crispy golden, fried to perfection and lightly salted. Also known as happiness.",McDonald's,109.0,10.9,98.1,5.45,veg,American,Beverage
Chicken Strips (5 Pc),"Savour 5 pieces of crispy tenders made with all white-meat chicken; battered and breaded to perfection; with no artificial preservatives, colours or flavours.",McDonald's,230.0,23.0,207.0,11.5,non-veg,Indian,Starter
Fries (L),"World Famous Fries, crispy golden, fried to perfection and lightly salted. Also known as happiness.",McDonald's,120.0,12.0,108.0,6.0,veg,American,Starter
Cheesy Veg Nuggets 4 Pc + Piri Piri Spice Mix,"Relish this delicious combo of 4 Pieces of Cheesy Veg Nuggets, paired with Piri Piri Seasoning, to give you the perfect balance of Cheese and Spice",McDonald's,107.01,10.7,96.31,5.3505,veg,American,Starter
Mexican Cheesy Fries,"The world famous, crispy golden Fries, served with delicious cheese sauce with a hint of spice",McDonald's,138.0,13.8,124.2,6.9,veg,Mexican,Starter
Masala Wedges (R),"Enjoy the Small pack of deliciously crsipy, 100% natural potatoes, cut into wedges and seasoned.",McDonald's,70.0,7.0,63.0,3.5,veg,Indian,Snacks
Classic Corn Cup,A delicious side of golden sweet kernels of corn in a cup,McDonald's,85.0,8.5,76.5,4.25,veg,Chinese,Main Course
Chicken Strips (2 Pc),"Savour 2 pieces of crispy tenders made with all white-meat chicken; battered and breaded to perfection; with no artificial preservatives, colours or flavours.",McDonald's,97.0,9.7,87.3,4.85,non-veg,Indian,Starter
Veg Pizza McPuff,"Crispy brown crust with a generous filling of rich tomato sauce, mixed with carrots, bell peppers, beans, onions and mozzarella. Served HOT.",McDonald's,51.0,5.1,45.9,2.55,veg,Italian,Main Course
Chilli Sauce Sachet,Chilli Sauce Sachet,McDonald's,1.9,0.19,1.71,0.095,veg,North Indian,Main Course
Chicken Strips (3 Pc),"Savour 3 pieces of crispy tenders made with all white-meat chicken; battered and breaded to perfection; with no artificial preservatives, colours or flavours.",McDonald's,145.0,14.5,130.5,7.25,non-veg,Indian,Starter
Cheesy Veg Nuggets 9 Pc + Piri Piri Spice Mix,"Relish this delicious combo of 9 Pieces of Cheesy Veg Nuggets, paired with Piri Piri Seasoning, to give you the perfect balance of Cheese and Spice",McDonald's,217.9,21.79,196.11,10.895,veg,American,Starter
Cheesy Veg Nuggets - 2 Pc,"Try the new delicious 2 piece pack of Cheesy Veg Nuggets, oozing with cheese seasoned to perfection. Best enjoyed with Chilli Sauce or Piri Piri seasoning",McDonald's,48.58,4.86,43.72,2.429,veg,American,Starter
Fries (R),"World Famous Fries, crispy golden, fried to perfection and lightly salted. Also known as happiness.",McDonald's,70.0,7.0,63.0,3.5,veg,American,Starter
Cheesy Veg Nuggets - 9 Pc,"Try the new delicious 9 piece pack of Cheesy Veg Nuggets, oozing with cheese seasoned to perfection. Best enjoyed with Chilli Sauce or Piri Piri seasoning",McDonald's,198.86,19.89,178.97000000000003,9.943,veg,American,Starter
Loaded Masala Wedges,Your Favorite Masala Wedges topped with delicious Cheese sauce and spicy red sauce. Available only for a limited time.,McDonald's,136.0,13.6,122.4,6.8,veg,American,Starter
Mustard Sauce,Mustard Sauce,McDonald's,19.04,1.9,17.14,0.952,veg,American,Starter
